Date;Sales;cost_of_sales;quantity_sold;year;month_number;month_name;year_month;day_of_month;day_of_week;day_name;day_type;price_per_unit;cost_per_unit;gross_profit;gross_profit_percent;gross_profit_per_unit;gross_profit_per_unit_percent;average_unit_sales_price;rolling_average_price
2014/05/25 02:00;210764.717952290930;217364.463011392160;6500;2014;5;May;2014/05/01;25;1;Sun;Weekday;32.43;33.44;-6599.75;-3.13;-1.02;-3.13;37.07;32.26
2014/05/26 02:00;218189.348521447160;225607.595185272100;6752;2014;5;May;2014/05/01;26;2;Mon;Weekday;32.31;33.41;-7418.25;-3.40;-1.10;-3.40;37.07;32.26
2014/05/27 02:00;226132.463929362160;234496.512831656440;7023;2014;5;May;2014/05/01;27;3;Tue;Weekday;32.20;33.39;-8364.05;-3.70;-1.19;-3.70;37.07;32.24
2014/05/28 02:00;243720.868045067150;252929.294692381020;7579;2014;5;May;2014/05/01;28;4;Wed;Weekday;32.16;33.37;-9208.43;-3.78;-1.21;-3.78;37.07;32.23
2014/05/29 02:00;207429.429048135930;215118.846495117240;6448;2014;5;May;2014/05/01;29;5;Thu;Weekday;32.17;33.36;-7689.42;-3.71;-1.19;-3.71;37.07;32.22
2014/05/30 02:00;503149.431345347780;521651.086125572970;15637;2014;5;May;2014/05/01;30;6;Fri;Weekday;32.18;33.36;-18501.65;-3.68;-1.18;-3.68;37.07;32.22
2014/05/31 02:00;603748.789526076290;626259.386848816070;18775;2014;5;May;2014/05/01;31;7;Sat;Weekday;32.16;33.36;-22510.60;-3.73;-1.20;-3.73;37.07;32.22
2014/06/01 02:00;456017.463092676420;473223.980731576620;14188;2014;6;Jun;2014/06/01;1;1;Sun;Weekday;32.14;33.35;-17206.52;-3.77;-1.21;-3.77;37.07;32.22
2014/06/02 02:00;425845.196044721120;442155.991161187240;13256;2014;6;Jun;2014/06/01;2;2;Mon;Weekday;32.12;33.36;-16310.80;-3.83;-1.23;-3.83;37.07;32.22
2014/06/03 02:00;328217.769952646980;340913.591725202980;10223;2014;6;Jun;2014/06/01;3;3;Tue;Weekday;32.11;33.35;-12695.82;-3.87;-1.24;-3.87;37.07;32.21
2014/06/04 02:00;286405.998802503220;296902.672530802260;8904;2014;6;Jun;2014/06/01;4;4;Wed;Weekday;32.17;33.34;-10496.67;-3.66;-1.18;-3.67;37.07;32.18
2014/06/05 02:00;184989.888666875920;192824.890128464030;5783;2014;6;Jun;2014/06/01;5;5;Thu;Weekday;31.99;33.34;-7835.00;-4.24;-1.35;-4.24;37.07;32.22
2014/06/06 02:00;288118.304447455620;300213.559406661780;9005;2014;6;Jun;2014/06/01;6;6;Fri;Weekday;32.00;33.34;-12095.25;-4.20;-1.34;-4.20;37.07;32.25
2014/06/07 02:00;391930.878009660930;407438.919600540890;12222;2014;6;Jun;2014/06/01;7;7;Sat;Weekday;32.07;33.34;-15508.04;-3.96;-1.27;-3.96;37.07;32.24
2014/06/08 02:00;193772.581108797140;201254.712511546330;6037;2014;6;Jun;2014/06/01;8;1;Sun;Weekday;32.10;33.34;-7482.13;-3.86;-1.24;-3.86;37.07;32.29
2014/06/09 02:00;214177.983442618370;220255.219178828410;6607;2014;6;Jun;2014/06/01;9;2;Mon;Weekday;32.42;33.34;-6077.24;-2.84;-0.92;-2.84;37.07;32.38
2014/06/10 02:00;188334.521170679740;195254.781003701850;5857;2014;6;Jun;2014/06/01;10;3;Tue;Weekday;32.16;33.34;-6920.26;-3.67;-1.18;-3.67;37.07;32.46
2014/06/11 02:00;174324.994815459740;180978.601038229390;5429;2014;6;Jun;2014/06/01;11;4;Wed;Weekday;32.11;33.34;-6653.61;-3.82;-1.23;-3.82;37.07;32.55
2014/06/12 02:00;200271.564316259730;207757.702973215780;6232;2014;6;Jun;2014/06/01;12;5;Thu;Weekday;32.14;33.34;-7486.14;-3.74;-1.20;-3.74;37.07;32.64
2014/06/13 02:00;468701.630173913670;486180.544361879870;14585;2014;6;Jun;2014/06/01;13;6;Fri;Weekday;32.14;33.33;-17478.91;-3.73;-1.20;-3.73;37.07;32.74
2014/06/14 02:00;473425.754156948820;492135.292294434800;14745;2014;6;Jun;2014/06/01;14;7;Sat;Weekday;32.11;33.38;-18709.54;-3.95;-1.27;-3.95;37.07;32.83
2014/06/15 02:00;224232.121375094600;233554.032246433810;6991;2014;6;Jun;2014/06/01;15;1;Sun;Weekday;32.07;33.41;-9321.91;-4.16;-1.33;-4.16;37.07;32.92
2014/06/16 02:00;185606.275014694720;193340.315365212450;5788;2014;6;Jun;2014/06/01;16;2;Mon;Weekday;32.07;33.40;-7734.04;-4.17;-1.34;-4.17;37.07;33.01
2014/06/17 02:00;212687.509414812170;221403.645017239990;6632;2014;6;Jun;2014/06/01;17;3;Tue;Weekday;32.07;33.38;-8716.14;-4.10;-1.31;-4.10;37.07;33.11
2014/06/18 02:00;184259.692421499730;192057.510847077790;5752;2014;6;Jun;2014/06/01;18;4;Wed;Weekday;32.03;33.39;-7797.82;-4.23;-1.36;-4.23;37.07;33.20
2014/06/19 02:00;113735.816157779500;119544.019764080400;3578;2014;6;Jun;2014/06/01;19;5;Thu;Weekday;31.79;33.41;-5808.20;-5.11;-1.62;-5.11;37.07;33.29
2014/06/20 02:00;203165.082975139840;205350.643078722410;6119;2014;6;Jun;2014/06/01;20;6;Fri;Weekday;33.20;33.56;-2185.56;-1.08;-0.36;-1.08;37.07;33.39
2014/06/21 02:00;203345.244564754860;206918.912593865800;6161;2014;6;Jun;2014/06/01;21;7;Sat;Weekday;33.01;33.59;-3573.67;-1.76;-0.58;-1.76;37.07;33.49
2014/06/22 02:00;134944.488966956390;135372.527025031280;4015;2014;6;Jun;2014/06/01;22;1;Sun;Weekday;33.61;33.72;-428.04;-0.32;-0.11;-0.32;37.07;33.58
2014/06/23 02:00;138298.210244966380;139206.026890080650;4133;2014;6;Jun;2014/06/01;23;2;Mon;Weekday;33.46;33.68;-907.82;-0.66;-0.22;-0.66;37.07;33.68
2014/06/24 02:00;36692.679861900491;35299.064235203216;1047;2014;6;Jun;2014/06/01;24;3;Tue;Weekday;35.05;33.71;1393.62;3.80;1.33;3.80;37.07;33.77
2014/06/25 02:00;56077.542692130737;53925.257631037668;1601;2014;6;Jun;2014/06/01;25;4;Wed;Weekday;35.03;33.68;2152.29;3.84;1.34;3.84;37.07;33.86
2014/06/26 02:00;55780.707452340735;53688.241195050650;1592;2014;6;Jun;2014/06/01;26;5;Thu;Weekday;35.04;33.72;2092.47;3.75;1.31;3.75;37.07;33.95
2014/06/27 02:00;131721.238316788800;127302.427134721380;3759;2014;6;Jun;2014/06/01;27;6;Fri;Weekday;35.04;33.87;4418.81;3.35;1.18;3.35;37.07;34.05
2014/06/28 02:00;146169.076571952580;141012.329411849820;4172;2014;6;Jun;2014/06/01;28;7;Sat;Weekday;35.04;33.80;5156.75;3.53;1.24;3.53;37.07;34.14
2014/06/29 02:00;62073.585412980981;60083.869836867430;1772;2014;6;Jun;2014/06/01;29;1;Sun;Weekday;35.03;33.91;1989.72;3.21;1.12;3.21;37.07;34.23
2014/06/30 02:00;93619.846991295737;90294.376087688332;2672;2014;6;Jun;2014/06/01;30;2;Mon;Weekday;35.04;33.79;3325.47;3.55;1.24;3.55;37.07;34.33
2014/07/01 02:00;180183.031356011370;173842.920925905870;5143;2014;7;Jul;2014/07/01;1;3;Tue;Weekday;35.03;33.80;6340.11;3.52;1.23;3.52;37.07;34.34
2014/07/02 02:00;104760.706235790000;101615.732015736360;2990;2014;7;Jul;2014/07/01;2;4;Wed;Weekday;35.04;33.99;3144.97;3.00;1.05;3.00;37.07;34.43
2014/07/03 02:00;93450.533684910493;90927.089657647652;2667;2014;7;Jul;2014/07/01;3;5;Thu;Weekday;35.04;34.09;2523.44;2.70;0.95;2.70;37.07;34.53
2014/07/04 02:00;98087.555903940738;95423.273987227221;2799;2014;7;Jul;2014/07/01;4;6;Fri;Weekday;35.04;34.09;2664.28;2.72;0.95;2.72;37.07;34.54
2014/07/05 02:00;117562.262905349170;114395.627627446260;3355;2014;7;Jul;2014/07/01;5;7;Sat;Weekday;35.04;34.10;3166.64;2.69;0.94;2.69;37.07;34.65
2014/07/06 02:00;70153.080972151351;68252.242209488730;2002;2014;7;Jul;2014/07/01;6;1;Sun;Weekday;35.04;34.09;1900.84;2.71;0.95;2.71;37.07;34.71
2014/07/07 02:00;68918.415287491109;66990.881352152050;1967;2014;7;Jul;2014/07/01;7;2;Mon;Weekday;35.04;34.06;1927.53;2.80;0.98;2.80;37.07;34.77
2014/07/08 02:00;108417.402833359640;105373.300033370980;3094;2014;7;Jul;2014/07/01;8;3;Tue;Weekday;35.04;34.06;3044.10;2.81;0.98;2.81;37.07;34.74
2014/07/09 02:00;81802.608208501100;79496.494243965513;2335;2014;7;Jul;2014/07/01;9;4;Wed;Weekday;35.03;34.05;2306.11;2.82;0.99;2.82;37.07;34.79
2014/07/10 02:00;103998.559733430490;101270.971050945980;2968;2014;7;Jul;2014/07/01;10;5;Thu;Weekday;35.04;34.12;2727.59;2.62;0.92;2.62;37.07;34.70
2014/07/11 02:00;134018.089263477570;130633.262714548270;3825;2014;7;Jul;2014/07/01;11;6;Fri;Weekday;35.04;34.15;3384.83;2.53;0.88;2.53;37.07;34.62
2014/07/12 02:00;99277.299503010508;96688.497813017515;2833;2014;7;Jul;2014/07/01;12;7;Sat;Weekday;35.04;34.13;2588.80;2.61;0.91;2.61;37.07;34.54
2014/07/13 02:00;49705.231999920732;48370.308994006264;1419;2014;7;Jul;2014/07/01;13;1;Sun;Weekday;35.03;34.09;1334.92;2.69;0.94;2.69;37.07;34.45
2014/07/14 02:00;75384.574550731340;73393.446593668908;2151;2014;7;Jul;2014/07/01;14;2;Mon;Weekday;35.05;34.12;1991.13;2.64;0.93;2.64;37.07;34.37
2014/07/15 02:00;110288.234174190610;107437.380951612790;3148;2014;7;Jul;2014/07/01;15;3;Tue;Weekday;35.03;34.13;2850.85;2.58;0.91;2.58;37.07;34.28
2014/07/16 02:00;156536.686205421080;164641.353987485230;4825;2014;7;Jul;2014/07/01;16;4;Wed;Weekday;32.44;34.12;-8104.67;-5.18;-1.68;-5.18;37.07;34.20
2014/07/17 02:00;80823.059197921219;78844.860500337440;2307;2014;7;Jul;2014/07/01;17;5;Thu;Weekday;35.03;34.18;1978.20;2.45;0.86;2.45;37.07;34.12
2014/07/18 02:00;124615.685608408810;121612.178924555960;3557;2014;7;Jul;2014/07/01;18;6;Fri;Weekday;35.03;34.19;3003.51;2.41;0.84;2.41;37.07;34.03
2014/07/19 02:00;242758.950528375800;255779.854460493250;7485;2014;7;Jul;2014/07/01;19;7;Sat;Weekday;32.43;34.17;-13020.90;-5.36;-1.74;-5.36;37.07;33.95
2014/07/20 02:00;85078.243689436087;83020.514125462476;2428;2014;7;Jul;2014/07/01;20;1;Sun;Weekday;35.04;34.19;2057.73;2.42;0.85;2.42;37.07;33.86
2014/07/21 02:00;86738.067427260859;84643.271827215489;2475;2014;7;Jul;2014/07/01;21;2;Mon;Weekday;35.05;34.20;2094.80;2.42;0.85;2.42;37.07;33.78
2014/07/22 02:00;56673.615811620853;55278.707829230581;1618;2014;7;Jul;2014/07/01;22;3;Tue;Weekday;35.03;34.16;1394.91;2.46;0.86;2.46;37.07;33.78
2014/07/23 02:00;165742.170464233520;173725.357520623020;5106;2014;7;Jul;2014/07/01;23;4;Wed;Weekday;32.46;34.02;-7983.19;-4.82;-1.56;-4.82;37.07;33.78
2014/07/24 02:00;95618.248803710856;92416.903838237486;2729;2014;7;Jul;2014/07/01;24;5;Thu;Weekday;35.04;33.86;3201.34;3.35;1.17;3.35;37.07;33.70
2014/07/25 02:00;515698.795766175200;538260.271803906770;15897;2014;7;Jul;2014/07/01;25;6;Fri;Weekday;32.44;33.86;-22561.48;-4.37;-1.42;-4.37;37.07;33.61
2014/07/26 02:00;562590.366547840650;586670.514084788040;17343;2014;7;Jul;2014/07/01;26;7;Sat;Weekday;32.44;33.83;-24080.15;-4.28;-1.39;-4.28;37.07;33.53
2014/07/27 02:00;266305.925889973240;277238.010361479830;8207;2014;7;Jul;2014/07/01;27;1;Sun;Weekday;32.45;33.78;-10932.08;-4.11;-1.33;-4.11;37.07;33.45
2014/07/28 02:00;292634.745692819420;304508.379030807990;9018;2014;7;Jul;2014/07/01;28;2;Mon;Weekday;32.45;33.77;-11873.63;-4.06;-1.32;-4.06;37.07;33.36
2014/07/29 02:00;212360.993077952150;221017.073099766830;6548;2014;7;Jul;2014/07/01;29;3;Tue;Weekday;32.43;33.75;-8656.08;-4.08;-1.32;-4.08;37.07;33.28
2014/07/30 02:00;198019.332091535940;205903.824945207740;6102;2014;7;Jul;2014/07/01;30;4;Wed;Weekday;32.45;33.74;-7884.49;-3.98;-1.29;-3.98;37.07;33.20
2014/07/31 02:00;295508.327294265790;307222.395421687510;9108;2014;7;Jul;2014/07/01;31;5;Thu;Weekday;32.44;33.73;-11714.07;-3.96;-1.29;-3.96;37.07;33.11
2014/08/01 02:00;611894.673180949640;636341.315926196170;18867;2014;8;Aug;2014/08/01;1;6;Fri;Weekday;32.43;33.73;-24446.64;-4.00;-1.30;-4.00;37.07;33.11
2014/08/02 02:00;628685.218828356010;653779.963453244070;19384;2014;8;Aug;2014/08/01;2;7;Sat;Weekday;32.43;33.73;-25094.74;-3.99;-1.29;-3.99;37.07;33.03
2014/08/03 02:00;307272.683729956860;319500.009457128060;9473;2014;8;Aug;2014/08/01;3;1;Sun;Weekday;32.44;33.73;-12227.33;-3.98;-1.29;-3.98;37.07;32.95
2014/08/04 02:00;362106.532635940820;376645.750934485810;11170;2014;8;Aug;2014/08/01;4;2;Mon;Weekday;32.42;33.72;-14539.22;-4.02;-1.30;-4.02;37.07;32.95
2014/08/05 02:00;262349.590972715760;272809.290443809880;8091;2014;8;Aug;2014/08/01;5;3;Tue;Weekday;32.42;33.72;-10459.70;-3.99;-1.29;-3.99;37.07;32.89
2014/08/06 02:00;80697.903500791217;77649.636533253579;2303;2014;8;Aug;2014/08/01;6;4;Wed;Weekday;35.04;33.72;3048.27;3.78;1.32;3.78;37.07;32.84
2014/08/07 02:00;103272.622713350370;99367.233222687966;2947;2014;8;Aug;2014/08/01;7;5;Thu;Weekday;35.04;33.72;3905.39;3.78;1.33;3.78;37.07;32.78
2014/08/08 02:00;439421.422067073810;456509.621850220250;13542;2014;8;Aug;2014/08/01;8;6;Fri;Weekday;32.45;33.71;-17088.20;-3.89;-1.26;-3.89;37.07;32.81
2014/08/09 02:00;408616.350631913520;424340.949382785070;12588;2014;8;Aug;2014/08/01;9;7;Sat;Weekday;32.46;33.71;-15724.60;-3.85;-1.25;-3.85;37.07;32.76
2014/08/10 02:00;195866.773019443380;203331.434784756480;6032;2014;8;Aug;2014/08/01;10;1;Sun;Weekday;32.47;33.71;-7464.66;-3.81;-1.24;-3.81;37.07;32.78
2014/08/11 02:00;232347.353169289590;241134.527794406400;7158;2014;8;Aug;2014/08/01;11;2;Mon;Weekday;32.46;33.69;-8787.17;-3.78;-1.23;-3.78;37.07;32.77
2014/08/12 02:00;190325.181143384720;197438.111638514940;5863;2014;8;Aug;2014/08/01;12;3;Tue;Weekday;32.46;33.68;-7112.93;-3.74;-1.21;-3.74;37.07;32.71
2014/08/13 02:00;197698.118550840940;205114.128948227270;6092;2014;8;Aug;2014/08/01;13;4;Wed;Weekday;32.45;33.67;-7416.01;-3.75;-1.22;-3.75;37.07;32.66
2014/08/14 02:00;177908.835604848510;184687.529140367060;5485;2014;8;Aug;2014/08/01;14;5;Thu;Weekday;32.44;33.67;-6778.69;-3.81;-1.24;-3.81;37.07;32.60
2014/08/15 02:00;473321.882451753710;491559.422963044140;14587;2014;8;Aug;2014/08/01;15;6;Fri;Weekday;32.45;33.70;-18237.54;-3.85;-1.25;-3.85;37.07;32.55
2014/08/16 02:00;541600.892159530780;562953.370773653730;16686;2014;8;Aug;2014/08/01;16;7;Sat;Weekday;32.46;33.74;-21352.48;-3.94;-1.28;-3.94;37.07;32.49
2014/08/17 02:00;239513.979042657010;249203.120768224760;7380;2014;8;Aug;2014/08/01;17;1;Sun;Weekday;32.45;33.77;-9689.14;-4.05;-1.31;-4.05;37.07;32.44
2014/08/18 02:00;255224.222552353230;265532.546204822200;7864;2014;8;Aug;2014/08/01;18;2;Mon;Weekday;32.45;33.77;-10308.32;-4.04;-1.31;-4.04;37.07;32.38
2014/08/19 02:00;160372.039709029720;167021.157829008680;4941;2014;8;Aug;2014/08/01;19;3;Tue;Weekday;32.46;33.80;-6649.12;-4.15;-1.35;-4.15;37.07;32.33
2014/08/20 02:00;171587.332252540160;174723.175427943560;5151;2014;8;Aug;2014/08/01;20;4;Wed;Weekday;33.31;33.92;-3135.84;-1.83;-0.61;-1.83;37.07;32.27
2014/08/21 02:00;164208.060612595170;167239.648759931360;4928;2014;8;Aug;2014/08/01;21;5;Thu;Weekday;33.32;33.94;-3031.59;-1.85;-0.62;-1.85;37.07;32.22
2014/08/22 02:00;376778.835704497640;384006.045320909000;11309;2014;8;Aug;2014/08/01;22;6;Fri;Weekday;33.32;33.96;-7227.21;-1.92;-0.64;-1.92;37.07;32.08
2014/08/23 02:00;453633.473978322000;463250.071255097980;13613;2014;8;Aug;2014/08/01;23;7;Sat;Weekday;33.32;34.03;-9616.60;-2.12;-0.71;-2.12;37.07;31.94
2014/08/24 02:00;214392.400852752590;218347.797776929420;6424;2014;8;Aug;2014/08/01;24;1;Sun;Weekday;33.37;33.99;-3955.40;-1.84;-0.62;-1.84;37.07;31.89
2014/08/25 02:00;316404.062322430020;323293.396640473100;9493;2014;8;Aug;2014/08/01;25;2;Mon;Weekday;33.33;34.06;-6889.33;-2.18;-0.73;-2.18;37.07;31.97
2014/08/26 02:00;242824.501340454850;259860.512548685800;7619;2014;8;Aug;2014/08/01;26;3;Tue;Weekday;31.87;34.11;-17036.01;-7.02;-2.24;-7.02;37.07;32.05
2014/08/27 02:00;274712.253284169590;304334.784643436840;8909;2014;8;Aug;2014/08/01;27;4;Wed;Weekday;30.84;34.16;-29622.53;-10.78;-3.33;-10.78;37.07;32.13
2014/08/28 02:00;258066.169394984580;287168.566089825410;8400;2014;8;Aug;2014/08/01;28;5;Thu;Weekday;30.72;34.19;-29102.40;-11.28;-3.46;-11.28;37.07;32.22
2014/08/29 02:00;594007.213203712370;660937.804805603460;19317;2014;8;Aug;2014/08/01;29;6;Fri;Weekday;30.75;34.22;-66930.59;-11.27;-3.46;-11.27;37.07;32.30
2014/08/30 02:00;717096.712818359370;797788.891976237530;23310;2014;8;Aug;2014/08/01;30;7;Sat;Weekday;30.76;34.23;-80692.18;-11.25;-3.46;-11.25;37.07;32.39
2014/08/31 02:00;358170.996328816980;398562.607430158770;11646;2014;8;Aug;2014/08/01;31;1;Sun;Weekday;30.75;34.22;-40391.61;-11.28;-3.47;-11.28;37.07;32.47
2014/09/01 02:00;594953.634906438760;662850.990761084130;19366;2014;9;Sep;2014/09/01;1;2;Mon;Weekday;30.72;34.23;-67897.36;-11.41;-3.51;-11.41;37.07;32.55
2014/09/02 02:00;469469.941025127600;523480.303345641700;15291;2014;9;Sep;2014/09/01;2;3;Tue;Weekday;30.70;34.23;-54010.36;-11.50;-3.53;-11.50;37.07;32.64
2014/09/03 02:00;464067.799340212600;517180.543295555400;15100;2014;9;Sep;2014/09/01;3;4;Wed;Weekday;30.73;34.25;-53112.74;-11.45;-3.52;-11.45;37.07;32.72
2014/09/04 02:00;312311.953981190690;348177.120545781860;10164;2014;9;Sep;2014/09/01;4;5;Thu;Weekday;30.73;34.26;-35865.17;-11.48;-3.53;-11.48;37.07;32.80
2014/09/05 02:00;501279.000444480920;558766.690346946010;16310;2014;9;Sep;2014/09/01;5;6;Fri;Weekday;30.73;34.26;-57487.69;-11.47;-3.52;-11.47;37.07;32.86
2014/09/06 02:00;552703.903758152500;616169.851431136490;17985;2014;9;Sep;2014/09/01;6;7;Sat;Weekday;30.73;34.26;-63465.95;-11.48;-3.53;-11.48;37.07;32.91
2014/09/07 02:00;234153.762210715770;261088.386372967770;7620;2014;9;Sep;2014/09/01;7;1;Sun;Weekday;30.73;34.26;-26934.62;-11.50;-3.53;-11.50;37.07;32.97
2014/09/08 02:00;244481.497729305790;272633.399802757780;7958;2014;9;Sep;2014/09/01;8;2;Mon;Weekday;30.72;34.26;-28151.90;-11.51;-3.54;-11.51;37.07;33.02
2014/09/09 02:00;122749.635278308810;120070.950188597450;3503;2014;9;Sep;2014/09/01;9;3;Tue;Weekday;35.04;34.28;2678.69;2.18;0.76;2.18;37.07;33.00
2014/09/10 02:00;78736.402839721224;77071.542706110122;2247;2014;9;Sep;2014/09/01;10;4;Wed;Weekday;35.04;34.30;1664.86;2.11;0.74;2.11;37.07;32.97
2014/09/11 02:00;70875.110668741108;69489.360846835130;2023;2014;9;Sep;2014/09/01;11;5;Thu;Weekday;35.03;34.35;1385.75;1.96;0.68;1.96;37.07;32.99
2014/09/12 02:00;148634.391406875160;145956.139695920980;4242;2014;9;Sep;2014/09/01;12;6;Fri;Weekday;35.04;34.41;2678.25;1.80;0.63;1.80;37.07;33.04
2014/09/13 02:00;171724.828781933960;168652.203571441700;4901;2014;9;Sep;2014/09/01;13;7;Sat;Weekday;35.04;34.41;3072.63;1.79;0.63;1.79;37.07;33.09
2014/09/14 02:00;86435.698834951094;84948.374577163748;2467;2014;9;Sep;2014/09/01;14;1;Sun;Weekday;35.04;34.43;1487.32;1.72;0.60;1.72;37.07;33.15
2014/09/15 02:00;120236.182703370010;118094.043193148910;3432;2014;9;Sep;2014/09/01;15;2;Mon;Weekday;35.03;34.41;2142.14;1.78;0.62;1.78;37.07;33.20
2014/09/16 02:00;83204.196694181097;81753.424593545584;2375;2014;9;Sep;2014/09/01;16;3;Tue;Weekday;35.03;34.42;1450.77;1.74;0.61;1.74;37.07;33.26
2014/09/17 02:00;73768.034734920977;72471.919323404494;2105;2014;9;Sep;2014/09/01;17;4;Wed;Weekday;35.04;34.43;1296.12;1.76;0.62;1.76;37.07;33.31
2014/09/18 02:00;69425.445115770970;68280.383276895183;1982;2014;9;Sep;2014/09/01;18;5;Thu;Weekday;35.03;34.45;1145.06;1.65;0.58;1.65;37.07;33.37
2014/09/19 02:00;137154.954087791350;135276.909586045950;3915;2014;9;Sep;2014/09/01;19;6;Fri;Weekday;35.03;34.55;1878.04;1.37;0.48;1.37;37.07;33.42
2014/09/20 02:00;153569.061880210150;151376.135589804620;4383;2014;9;Sep;2014/09/01;20;7;Sat;Weekday;35.04;34.54;2192.93;1.43;0.50;1.43;37.07;33.48
2014/09/21 02:00;75633.320588686343;74546.668253599157;2159;2014;9;Sep;2014/09/01;21;1;Sun;Weekday;35.03;34.53;1086.65;1.44;0.50;1.44;37.07;33.54
2014/09/22 02:00;90815.929812690869;89653.637589452905;2592;2014;9;Sep;2014/09/01;22;2;Mon;Weekday;35.04;34.59;1162.29;1.28;0.45;1.28;37.07;33.73
2014/09/23 02:00;110118.156391470140;108880.408963183090;3143;2014;9;Sep;2014/09/01;23;3;Tue;Weekday;35.04;34.64;1237.75;1.12;0.39;1.12;37.07;33.92
2014/09/24 02:00;209908.383111639710;223554.086601750660;6457;2014;9;Sep;2014/09/01;24;4;Wed;Weekday;32.51;34.62;-13645.70;-6.50;-2.11;-6.50;37.07;34.12
2014/09/25 02:00;358365.682968793440;382967.983175682950;11039;2014;9;Sep;2014/09/01;25;5;Thu;Weekday;32.46;34.69;-24602.30;-6.87;-2.23;-6.87;37.07;34.17
2014/09/26 02:00;585463.996007360170;625980.930209414680;18036;2014;9;Sep;2014/09/01;26;6;Fri;Weekday;32.46;34.71;-40516.93;-6.92;-2.25;-6.92;37.07;34.23
2014/09/27 02:00;617019.091534420620;661010.591263862330;19017;2014;9;Sep;2014/09/01;27;7;Sat;Weekday;32.45;34.76;-43991.50;-7.13;-2.31;-7.13;37.07;34.28
2014/09/28 02:00;283850.597105499470;304440.651506454630;8747;2014;9;Sep;2014/09/01;28;1;Sun;Weekday;32.45;34.81;-20590.05;-7.25;-2.35;-7.25;37.07;34.34
2014/09/29 02:00;264317.110368105820;283912.968697441680;8147;2014;9;Sep;2014/09/01;29;2;Mon;Weekday;32.44;34.85;-19595.86;-7.41;-2.41;-7.41;37.07;34.39
2014/09/30 02:00;358024.981348825910;384823.439878072180;11036;2014;9;Sep;2014/09/01;30;3;Tue;Weekday;32.44;34.87;-26798.46;-7.49;-2.43;-7.49;37.07;34.45
2014/10/01 02:00;594438.280780299680;639306.568782465420;18330;2014;10;Oct;2014/10/01;1;4;Wed;Weekday;32.43;34.88;-44868.29;-7.55;-2.45;-7.55;37.07;34.50
2014/10/02 02:00;470507.663044438870;506072.033341429080;14503;2014;10;Oct;2014/10/01;2;5;Thu;Weekday;32.44;34.89;-35564.37;-7.56;-2.45;-7.56;37.07;34.56
2014/10/03 02:00;518693.528664872460;557939.369276368760;15986;2014;10;Oct;2014/10/01;3;6;Fri;Weekday;32.45;34.90;-39245.84;-7.57;-2.46;-7.57;37.07;34.61
2014/10/04 02:00;656245.828428665760;705891.300262452220;20223;2014;10;Oct;2014/10/01;4;7;Sat;Weekday;32.45;34.91;-49645.47;-7.57;-2.45;-7.57;37.07;34.67
2014/10/05 02:00;280055.117716763230;301279.654982431970;8631;2014;10;Oct;2014/10/01;5;1;Sun;Weekday;32.45;34.91;-21224.54;-7.58;-2.46;-7.58;37.07;34.72
2014/10/06 02:00;375648.017455953700;404178.921055227930;11579;2014;10;Oct;2014/10/01;6;2;Mon;Weekday;32.44;34.91;-28530.90;-7.60;-2.46;-7.60;37.07;34.78
2014/10/07 02:00;78111.716463120727;74251.874725965463;2127;2014;10;Oct;2014/10/01;7;3;Tue;Weekday;36.72;34.91;3859.84;4.94;1.81;4.94;37.07;34.83
2014/10/08 02:00;70509.132791540367;67141.979629084031;1923;2014;10;Oct;2014/10/01;8;4;Wed;Weekday;36.67;34.92;3367.15;4.78;1.75;4.78;37.07;34.89
2014/10/09 02:00;103281.311047572060;98065.939078450887;2809;2014;10;Oct;2014/10/01;9;5;Thu;Weekday;36.77;34.91;5215.37;5.05;1.86;5.05;37.07;34.94
2014/10/10 02:00;179841.431779723640;170757.581177206970;4891;2014;10;Oct;2014/10/01;10;6;Fri;Weekday;36.77;34.91;9083.85;5.05;1.86;5.05;37.07;35.08
2014/10/11 02:00;138038.239752894880;131192.316771473650;3758;2014;10;Oct;2014/10/01;11;7;Sat;Weekday;36.73;34.91;6845.92;4.96;1.82;4.96;37.07;35.21
2014/10/12 02:00;61037.562229970368;57992.341511187689;1661;2014;10;Oct;2014/10/01;12;1;Sun;Weekday;36.75;34.91;3045.22;4.99;1.83;4.99;37.07;35.35
2014/10/13 02:00;86799.759454041719;82392.333264616391;2360;2014;10;Oct;2014/10/01;13;2;Mon;Weekday;36.78;34.91;4407.43;5.08;1.87;5.08;37.07;35.49
2014/10/14 02:00;69570.501466700734;66313.940979270206;1894;2014;10;Oct;2014/10/01;14;3;Tue;Weekday;36.73;35.01;3256.56;4.68;1.72;4.68;37.07;35.63
2014/10/15 02:00;130476.355345242440;124398.431629588510;3548;2014;10;Oct;2014/10/01;15;4;Wed;Weekday;36.77;35.06;6077.92;4.66;1.71;4.66;37.07;35.77
2014/10/16 02:00;95229.773480081218;91087.851335542873;2591;2014;10;Oct;2014/10/01;16;5;Thu;Weekday;36.75;35.16;4141.92;4.35;1.60;4.35;37.07;35.91
2014/10/17 02:00;121057.861283503050;116949.791274210730;3293;2014;10;Oct;2014/10/01;17;6;Fri;Weekday;36.76;35.51;4108.07;3.39;1.25;3.39;37.07;36.05
2014/10/18 02:00;169498.916385324880;164492.946632848590;4611;2014;10;Oct;2014/10/01;18;7;Sat;Weekday;36.76;35.67;5005.97;2.95;1.09;2.95;37.07;36.19
